PDFname: CT14HERA2NNLO
 DATA SET: 542; Expt Name: CMS7jtR7y6; Expt Npt: 158;
!METADATA
{542, CMS7jtR7y6,     Pt         Ymn      Ymx          Exp      Th./Norm     TotErr     EXP/FIT  ERR/FIT    ChiSq  Shift    ShiftedData  UnCorErr  ReducedChi2  lob/lio, 1., 158, R^2, r(k) =   31.155  -0.956   0.121   0.682  -0.306  -0.754   0.475   0.146  -0.044  -0.856   2.472  -0.376   0.009   1.310   1.425   0.000   0.655   0.000  -0.921  -0.357  -1.892   0.804  -0.322  -0.615  -3.465, 3.53946, R^2, r(k) =   31.155  -0.956   0.121   0.682  -0.306  -0.754   0.475   0.146  -0.044  -0.856   2.472  -0.376   0.009   1.310   1.425   0.000   0.655   0.000  -0.921  -0.357  -1.892   0.804  -0.322  -0.615  -3.465}
!DATA
ipt   x            Q       Exp        TotErr       ShiftedData   UnCorErr     r_1           r_2          r_3          r_4            r_5           r_6          r_7           r_8           r_9           r_10         r_11         r_12         r_13          r_14         r_15         r_16         r_17         r_18          r_19           r_20          r_21          r_22          r_23          r_24         r_25          r_26          r_27          r_28           r_29         r_30         r_31          r_32         r_33         r_34         r_35         r_36          r_37          r_38         r_39          r_40          r_41           r_42         r_43          r_44         r_45          r_46         r_47         r_48         r_49          r_50          r_51          r_52         r_53         r_54          r_55         r_56         r_57
34    0.0387109    128.    97300.     10120.       1.089E5       1188.        -0.601852     -0.565657    -0.526936    -0.412458      -0.852694     -0.493266    -0.573232     -0.930976     -0.402357     -0.670034    -0.544613    -0.570707    -0.558081     -0.584175    -0.588384    -0.554714    -0.659091    -0.542929     -0.648148      -0.614478     -0.5867       -0.645623     -0.545455     -0.477273    -0.734848     -0.584175     -0.643939     -0.529461      -0.717172    -0.550505    -0.632997     -0.584175    -0.60101     -0.583333    -0.580808    -0.712121     -0.43266      -0.690236    -0.526094     -0.522727     -0.643939      -0.73064     -0.526094     -0.657407    -0.542929     -0.703704    -0.564815    -0.585859    -0.431818     -0.618687     -0.516835     -0.630471    -0.127946    -0.616162     -0.560606    -0.553872    -0.601852
35    0.0447594    148.    48600.     4427.        54080.        687.3        0.604685      0.598138     0.594064     0.6236         0.558853      0.625055     0.602503      0.627528      0.632184      0.601775     0.61647      0.592318     0.616907      0.601921     0.60323      0.603958     0.600902     0.600466      0.609341       0.647607      0.55638       0.648043      0.582133      0.590426     0.636258      0.605703      0.621999      0.611523       0.606431     0.610359     0.60454       0.602503     0.607304     0.606722     0.610068     0.597119      0.61778       0.593627     0.624473      0.607158      0.607158       0.630147     0.609632      0.631747     0.578932      0.614724     0.599156     0.605267     0.63262       0.638586      0.590717      0.603085     0.686745     0.621126      0.575149     0.615452     0.608322
36    0.050808     168.    24700.     1990.        27260.        425.1        0.249353      0.236415     0.180193     0.187485       0.316161      0.237826     0.26582       0.426017      0.261821      0.299694     0.230064     0.228652     0.263703      0.227946     0.278993     0.212421     0.28558      0.22677       0.263703       0.345095      0.16749       0.366737      0.181134      0.140438     0.392614      0.172195      0.363914      0.236415       0.259468     0.223712     0.258057      0.258057     0.251        0.245825     0.26135      0.264408      0.238297      0.303223     0.217125      0.271701      0.269584       0.399435     0.208657      0.281581     0.230769      0.297342     0.229593     0.276406     0.244178      0.304164      0.228887      0.296401     0.184192     0.312868      0.195013     0.251        0.250294
37    0.0586711    194.    12800.     928.9        14050.        252.8        -0.984968     -1.00672     -1.07516     -1.08544       -0.879351     -1.01899     -0.982199     -0.765823     -0.989715     -0.921282    -1.01464     -1.01464     -1.00712      -1.03283     -0.960443    -1.06013     -0.949367    -1.00633      -0.977848      -0.880934     -1.09019      -0.86432      -1.06408      -1.125       -0.826345     -1.06408      -0.861551     -1.01622       -0.974288    -1.02373     -0.989715     -0.995649    -1.00752     -0.995253    -1.00396     -0.958861     -1.0269       -0.918117    -1.04233      -1.           -0.977057      -0.836234    -1.04272      -0.954509    -1.01859      -0.933149    -1.02097     -0.946598    -1.03046      -0.943829     -1.00672      -0.941456    -1.17009     -0.925237     -1.03679     -0.964794    -0.97943
38    0.0689537    228.    5900.      368.7        6428.         68.81        -2.53815      -2.56053     -2.65863     -2.7044        -2.37233      -2.59541     -2.50734      -2.09345      -2.62229      -2.42189     -2.60878     -2.53597     -2.56489      -2.57724     -2.48816     -2.60253     -2.45677     -2.57869      -2.48816       -2.44354      -2.63261      -2.35039      -2.66865      -2.75381     -2.26508      -2.62782      -2.38236      -2.62694       -2.44834     -2.57884     -2.51068      -2.53306     -2.53568     -2.51708     -2.56067     -2.45749      -2.65121      -2.38948     -2.62505      -2.55951      -2.50327       -2.26246     -2.59672      -2.4851      -2.61256      -2.41782     -2.58756     -2.48583     -2.65049      -2.4822       -2.59061      -2.52914     -2.92937     -2.46127      -2.63363     -2.52696     -2.53975
39    0.080446     266.    2530.      145.4        2758.         32.37        -1.3806       -1.34569     -1.41551     -1.47853       -1.2561       -1.39975     -1.35743      -1.13624      -1.5088       -1.30337     -1.39883     -1.34538     -1.39852      -1.37782     -1.37597     -1.39141     -1.3667      -1.405        -1.33488       -1.36793      -1.38647      -1.32901      -1.41643      -1.46926     -1.2595       -1.30707      -1.44208      -1.4844        -1.26537     -1.39049     -1.36732      -1.40222     -1.3565      -1.33364     -1.41551     -1.28329      -1.50448      -1.27834     -1.41983      -1.443        -1.32499       -1.29904     -1.37288      -1.30677     -1.48502      -1.29966     -1.42478     -1.34137     -1.50479      -1.36793      -1.4047       -1.39635     -1.69849     -1.34044      -1.44486     -1.37133     -1.38585
40    0.0925431    306.    1130.      61.76        1229.         16.78        -0.349821     -0.356377    -0.38677     -0.43087       -0.266985     -0.378427    -0.402861     -0.277116     -0.52801      -0.31764     -0.420739    -0.354589    -0.401669     -0.347437    -0.376043    -0.340882    -0.356377    -0.424911     -0.374851      -0.436234     -0.376043     -0.425507     -0.36472      -0.416567    -0.348033     -0.240763     -0.52801      -0.50298       -0.266389    -0.367104    -0.407032     -0.431466    -0.329559    -0.356377    -0.457092    -0.284267     -0.487485     -0.29857     -0.406436     -0.481526     -0.351609      -0.401669    -0.366508     -0.351013    -0.495828     -0.339094    -0.406436    -0.357569    -0.510131     -0.407032     -0.397497     -0.393921    -0.645411    -0.393325     -0.43385     -0.388558    -0.349225
41    0.105245     348.    535.       28.55        583.          9.649        0.143124      0.199503     0.179604     0.147476       0.165198      0.158773     0.108612      0.177635      -0.0974194    0.140636     0.151104     0.201575     0.106643      0.205721     0.0951394    0.202301     0.0945176    0.128096      0.151622       0.00342004    0.247072      0.0217639     0.240439      0.194735     0.0674681     0.365323      -0.126956     0.00445642     0.279096     0.173697     0.127474      0.0933776    0.20769      0.181677     0.0731682    0.253083      -0.00704736   0.178671     0.125402      0.00196912    0.179397       0.0109856    0.214945      0.207897     -0.0101565    0.134833     0.116385     0.107472     -0.00290186   0.0713027     0.126231      0.0316095    -0.085812    0.0935848     0.0917193    0.117007     0.150378
42    0.118552     392.    269.       13.47        292.6         3.01         -0.00664452   0.100332     0.0980066    0.0607973      0.0777409     0.017608     -0.0318937    -0.176744     -0.246179     -0.0415282   0.0415282    0.0564784    -0.0362126    0.0956811    -0.0524917   0.121262     -0.0714286   0.020598      0.00199336     -0.177076     0.155482      -0.243854     0.18804       0.168439     -0.224585     0.379402      -0.442193     -0.166777      0.158804     0.0803987    -0.00930233   -0.0863787   0.0906977    0.069103     -0.108638    0.13289       -0.171429     -0.0182724   0.000996678   -0.167442     0.0581395      -0.296013    0.129568      0.0671096    -0.154485     -0.061794    -0.0166113   0.023588     -0.184718     -0.0880399    -0.0142857    -0.0126246   -0.242525    -0.0584718    -0.0445183   -0.0245847   0.0242525
43    0.133069     440.    138.       6.869        150.1         1.686        0.199881      0.30427      0.312574     0.294187       0.280546      0.208778     0.18624       0.0225386     -0.0527877    0.138197     0.22242      0.266311     0.145314      0.298339     0.163701     0.330961     0.122183     0.243772      0.215302       0.0516014     0.314353      -0.0314353    0.386714      0.36121      -0.019573     0.556346      -0.263938     0.0409253      0.374852     0.265718     0.158956      0.132859     0.306643     0.279359     0.0616845    0.32325       0.0510083     0.209964     0.198695      0.0314353     0.243179       -0.139976    0.340451      0.259786     0.0450771     0.142942     0.209964     0.229537     0.0183867     0.139383      0.196323      0.189798     -0.014828    0.114472      0.167853     0.202847     0.196916
44    0.14819      490.    72.5       3.59         78.96         0.9751       0.16265       0.282638     0.297611     0.278023       0.152087      0.228284     0.087068      -0.107271     -0.141729     0.0881961    0.206851     0.24459      0.123167      0.273921     0.0614296    0.307763     0.0385601    0.177623      0.134243       -0.0701467    0.347657      -0.142344     0.390216      0.396882     -0.142755     0.607117      -0.391037     0.000922982    0.327146     0.253923     0.119577      0.0673777    0.275356     0.234745     0.0625577    0.282227      0.00512768    0.107989     0.209722      -0.0436878    0.207158       -0.248692    0.324787      0.225003     -0.0367142    0.0841965    0.152087     0.118039     -0.00174341   0.0523023     0.147575      0.0874782    0.054456     0.0530202     0.116398     0.11086      0.187981
45    0.164521     544.    38.8       1.995        42.21         0.6056       0.319188      0.406209     0.446169     0.46037        0.262054      0.388375     0.261063      -0.00825627   0.150594      0.219122     0.375165     0.385403     0.301519      0.409346     0.250165     0.44782      0.211526     0.355845      0.286162       0.13144       0.467635      0.0635733     0.522457      0.550859     0.036823      0.667602      -0.108157     0.225892       0.424703     0.402576     0.287483      0.24389      0.402906     0.388871     0.240588     0.392338      0.227543      0.232166     0.375661      0.179161      0.353864       -0.0498679   0.474736      0.349901     0.194188      0.230845     0.327114     0.286162     0.229524      0.22325       0.315225      0.272952     0.341149     0.226717      0.312417     0.28963      0.335205
46    0.181457     600.    21.4       1.117        23.26         0.3858       -0.154743     -0.111198    -0.0673924   -0.0492483     -0.205547     -0.117159    -0.203733     -0.459565     -0.257906     -0.235355    -0.1169      -0.123121    -0.180404     -0.0966822   -0.206325    -0.0777605   -0.245205    -0.137636     -0.209953      -0.272421     -0.0749093    -0.344997     -0.0116641    0.0139969    -0.406428     0.066874      -0.46423      -0.210472      -0.118714    -0.108346    -0.196475     -0.205547    -0.103162    -0.113012    -0.221617    -0.142302     -0.208398     -0.235096    -0.12338      -0.247538     -0.155003      -0.451011    -0.0440643    -0.146967    -0.240539     -0.242094    -0.164593    -0.186884    -0.215397     -0.218766     -0.161742     -0.162519    -0.0775013   -0.242094     -0.170295    -0.18507     -0.153188
47    0.199603     660.    12.        0.6179       13.06         0.1341       -1.19016      -1.07159     -1.01641     -0.976883      -1.23788      -1.08501     -1.24981      -1.6428       -1.2774       -1.28859     -1.04922     -1.0865      -1.20805      -1.06264     -1.26696     -1.          -1.25727     -1.10589      -1.1827        -1.35198      -0.985831     -1.44295      -0.938106     -0.878449    -1.49963      -0.822521     -1.59433      -1.2349        -1.08128     -1.0783      -1.21775      -1.23788     -1.03952     -1.10142     -1.24012     -1.10291      -1.2088       -1.32066     -1.044        -1.32066      -1.11186       -1.61074     -1.00373      -1.13199     -1.26995      -1.30872     -1.13497     -1.23043     -1.18195      -1.21626      -1.12603      -1.2088      -0.997763    -1.2789       -1.12826     -1.18345     -1.12155
48    0.218958     724.    6.75       0.3583       7.327         0.07872      -1.2251       -1.17378     -1.11725     -1.05729       -1.35874      -1.16438     -1.26143      -1.58765      -1.20744      -1.33283     -1.1626      -1.20795     -1.22154      -1.17975     -1.2627      -1.15536     -1.29916     -1.18509      -1.27769       -1.31657      -1.14863      -1.38618      -1.1062       -1.03849     -1.45935      -1.0846       -1.43699      -1.2143        -1.23869     -1.16629     -1.25013      -1.24886     -1.19995     -1.19906     -1.25661     -1.25724      -1.18343      -1.33994     -1.15676      -1.26575      -1.24123       -1.50877     -1.12602      -1.25165     -1.2359       -1.31034     -1.21151     -1.25102     -1.17251      -1.27363      -1.21214      -1.22282     -0.971418    -1.30526      -1.16845     -1.24212     -1.2265
49    0.238919     790.    3.82       0.2046       4.152         0.04115      -0.955772     -0.910328    -0.859295    -0.785419      -1.11592      -0.883597    -1.01166      -1.36306      -0.960389     -1.07655     -0.890644    -0.956501    -0.960389     -0.910085    -1.01507     -0.882382    -1.06537     -0.910328     -1.02649       -1.04787      -0.907655     -1.13706      -0.849575     -0.770352    -1.22406      -0.783961     -1.23426      -0.971081      -0.968894    -0.902552    -0.991009     -1.00437     -0.917618    -0.947023    -1.00875     -0.984933     -0.931227     -1.10863     -0.889186     -1.02697      -0.968408      -1.27363     -0.85079      -0.97497     -1.0209       -1.05055     -0.93949     -1.00267     -0.921264     -0.995626     -0.953341     -0.946294    -0.662454    -1.05079      -0.94435     -0.996598    -0.970352
50    0.260089     860.    2.21       0.1225       2.405         0.02469      -1.49858      -1.47469     -1.4273      -1.31227       -1.65371      -1.42041     -1.54394      -1.83313      -1.42041      -1.59376     -1.42527     -1.49008     -1.48481      -1.46335     -1.54192     -1.45038     -1.58404     -1.46416      -1.53422       -1.52896      -1.49939      -1.61158      -1.42163      -1.32888     -1.69947      -1.39004      -1.661        -1.44714       -1.52896     -1.46173     -1.52491      -1.53017     -1.48765     -1.50587     -1.4998      -1.5565       -1.43378      -1.64763     -1.40502      -1.52977      -1.51316       -1.75213     -1.43661      -1.50223     -1.49737      -1.59376     -1.47712     -1.53625     -1.39733      -1.49089      -1.49858      -1.47307     -1.1616      -1.56987      -1.47307     -1.50628     -1.51438
51    0.283073     936.    1.27       0.07344      1.381         0.01549      -1.35571      -1.34345     -1.3499      -1.24338       -1.47127      -1.31117     -1.36411      -1.57134      -1.29632      -1.44674     -1.33764     -1.38541     -1.36346      -1.3725      -1.40607     -1.3428      -1.40478     -1.35055      -1.39316       -1.40994      -1.33635      -1.47256      -1.31698      -1.24274     -1.47579      -1.32666      -1.4519       -1.30407       -1.43189     -1.34087     -1.40219      -1.39057     -1.38025     -1.3725      -1.33183     -1.45384      -1.27954      -1.47321     -1.33441      -1.36992      -1.4093        -1.50032     -1.3286       -1.41446     -1.36475      -1.43835     -1.31633     -1.41123     -1.27372      -1.34151      -1.38735      -1.37831     -1.05875     -1.43125      -1.3144      -1.35959     -1.33764
52    0.306663     1014.   0.73       0.04399      0.795         0.009349     -1.26153      -1.26388     -1.24676     -1.2028        -1.33522      -1.23125     -1.26452      -1.37993      -1.17007      -1.29704     -1.23125     -1.28356     -1.23371      -1.26409     -1.25714     -1.25425     -1.27179     -1.24013      -1.27575       -1.21917      -1.28634      -1.2657       -1.25757      -1.21264     -1.31554      -1.30153      -1.22591      -1.17916       -1.34132     -1.24805     -1.25842      -1.24388     -1.28538     -1.30345     -1.20163     -1.33672      -1.1597       -1.33308     -1.22077      -1.20483      -1.28324       -1.28581     -1.27832      -1.27992     -1.20173      -1.28388     -1.24195     -1.28527     -1.14055      -1.2335       -1.24837      -1.23585     -0.983207    -1.27468      -1.22997     -1.2596      -1.26099
53    0.331462     1096.   0.414      0.02605      0.4524        0.00446      1.08946       1.03857      1.06839      1.12803        1.02108       1.08094      1.10291       0.889238      1.31951       1.04126      1.09641      1.04058      1.12825       1.05919      1.10605      1.05807      1.10112      1.10561       1.07287        1.16906       1.01704       1.11413       1.04327       1.11345      1.03991       0.920628      1.25067       1.24888        0.918386     1.08498      1.07354       1.137        1.01099      1.0083       1.18094      0.933632      1.26637       0.976233     1.1361        1.20583       1.02892        1.10359      0.997982      1.00628      1.24798       1.02601      1.1287       1.07623      1.26256       1.12556       1.10516       1.1778       1.48117      1.09327       1.15471      1.08251      1.07108
